微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IgU5v5Wdy,"#小米开发者大会2019# 小米深度拥抱开源，比如HBase, 小米对于这个全球开源社区贡献遥遥领先，小米有 9个 Committer, 3个PMC成员，今年代码贡献量占33%。  原图 ",http://wx1.sinaimg.cn/large/68418ffbly1g9353chi3cj21400u0n1c.jpg,无,无,2019-11-19 10:32,小米9 Pro 5G,3359,152,537
IgTQlqAEm,#小米开发者大会2019#第一次小米核心技术整体亮相，小米技术委员会主席崔宝秋博士正在介绍。@崔宝秋-小米  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1g93436racij21400u00wj.jpg,无,无,2019-11-19 09:55,小米9 Pro 5G,4325,127,605
IgLSy5Ard,国际最流行的开源语音识别工具Kaldi创始人、前霍普金斯大学副教授Daniel Povey 将出任小米集团语音首席科学家，他将在2019小米开发者大会上和大家分享“AI语音领域的未来技术趋势”。MIDC大会将在11月19日-21日在国贸大酒店举行，让我们一起努力共建美好的智能新时代。  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1g924yqviyxj20u0190ju3.jpg,无,无,2019-11-18 13:38,小米9 Pro 5G,6927,288,928
IgL7vyErn,金山办公，科创板，股票代码 688111感谢大家支持！@金山软件  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1g921m605pwj21900u0qby.jpg,无,无,2019-11-18 11:42,小米9 Pro 5G,9405,304,1252
IgEALvc0E,明天将是里程碑式的一天，金山办公终于成功在科创板挂牌上市了！从1988年金山创办到今天，WPS走了整整31年。从1999年以金山办公为主体准备上市算起，这一天，我们等了20年。WPS和金山的历程，这是一个坚持梦想并最终取得胜利的励志故事。期待大家的祝福！  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1g916guffqcj22801he7wh.jpg,无,无,2019-11-17 19:05,小米9 Pro 5G,12553,798,1356
IgiUJzOkh,"小米CC9 Pro, 首款量产一亿像素手机。 当我们聊一亿像素时，我们在聊什么？  ",无,无,无,2019-11-15 11:54,小米CC9 Pro 一亿像素,3041,101,904
Igdnri6IZ,提醒【 明天上午十点， 小米CC9 Pro 将再次开售 】1亿像素 + 五摄四闪 + 10倍混合光学变焦，前所未有的影像体验。小米史上最强「拍照机皇」#小米CC9 Pro#  2799元起。小米商城、京东 天猫 苏宁 旗舰店、线下小米之家等全渠道有售！  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1g8xwnbeyzoj20u0140q8z.jpg,无,无,2019-11-14 21:48,小米CC9 Pro 一亿像素,1749,134,756
IgbMZym8r,@张子枫 也携#小米CC9 Pro# 出街啦！  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1g8xaavo7fsj20u010dwlv.jpg,无,无,2019-11-14 17:45,小米CC9 Pro 一亿像素,3305,266,678
Ig3tbFGRO,@TFBOYS-王源 携#小米CC9 Pro# 出街啦！成都春熙路上，你看到了吗？看到同学记得打卡，晒出你的照片。  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1g8wowpyx9sj20u010d10d.jpg,无,无,2019-11-13 20:35,小米CC9 Pro 一亿像素,8476,14211,2111
Ig0Afaaut,小米CC9 Pro 开箱图……  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1g8wc5lwf1ij20u0140jto.jpg,无,无,2019-11-13 13:14,小米CC9 Pro 一亿像素,2107,100,779
IfSd5tcpO,#小米CC9 Pro# 拆机视频来了……小米手机的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/003LnUO3lx07ywNNDkac01041200gOcO0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586152207&ssig=7yRjoGfpvf&KID=unistore,video",无,2019-11-12 15:55,小米CC9 Pro 一亿像素,2250,302,831
IfRwrEW9r,一亿像素+五摄四闪+双光学防抖+10倍混合光学变焦，#小米CC9 Pro#的相机，堪称小米史上最强大的影像系统。拆机研究一下！ 内部细节大不相同！5摄4闪1亿像素的小米CC9 Pro里边到底什么样  ,无,无,无,2019-11-12 14:10,小米CC9 Pro 一亿像素,1405,108,362
IfILZ65A6,小米海外团队的Frederic van Strydonck 用小米CC9 Pro 海外版，拍摄了一支超酷的Vlog。小米公司的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/000LJyvzlx07yv8ASsO401041200vNa20E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586152236&ssig=3jVwLWW%2FEc&KID=unistore,video",无,2019-11-11 15:53,小米CC9 Pro 一亿像素,2824,197,420
IfHcCtBeO,提醒一下：小米CC9 Pro 今天首发！@IT168手机频道 ：“作为全球首款一亿像素量产机型，小米CC9 Pro能够从传感器、算法、模组设计、内部元器件堆叠等层面攻克多重技术难题，提供优异的成像表现，尊享版在DXOMARK榜单中成功跻身顶级拍照旗舰的行列。”  ,无,无,无,2019-11-11 11:53,小米CC9 Pro 一亿像素,3092,64,503
IfBuBj3PE,#小米双11# 给大家送一波福利：从今晚0点开始，只要打开小米商城搜索“雷军”，就有机会抽取小米全面屏电视、Redmi AirDots真无线蓝牙耳机五折券、智能配件券等多种福利，不要错过！  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1g8t8k338osj226d1g9npe.jpg,无,无,2019-11-10 21:21,小米CC9 Pro 一亿像素,2705,102,380
IfBeva4EM,@TFBOYS-王源 宣布#小米CC9 Pro#今晚12点正式开售。谢谢刚哥！小米手机的微博视频  ,无,"http://f.video.weibocdn.com/003wjgmKlx07ytNPD3iE010412007A7i0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1586152238&ssig=Fm3cnjG%2By1&KID=unistore,video",无,2019-11-10 20:42,小米CC9 Pro 一亿像素,9426,2878,853
IfAAqEb1p,双11来了，今晚12点 #小米CC9 Pro# 将正式开启首卖。6GB+128GB，8GB+128GB，现均已开启订金预售。8GB+256GB 尊享版，今晚也同步开售，千万不要错过。小米CC9 Pro：1亿像素 + 五摄四闪 + 10倍混合光学变焦，小米史上最强影像系统！2799元起！  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1g8s82eerp0j20u01404qp.jpg,无,无,2019-11-10 19:03,小米CC9 Pro 一亿像素,2384,98,545
Ifq6ViEnX,小米手表，帅吧？@屈恒_小米  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1g8qmbfudryj20u00u077g.jpg,无,无,2019-11-09 16:23,小米CC9 Pro 一亿像素,7599,141,1668
IfiNfpuMa,“小米CC9 Pro 尊享版是我们测试过最好的视频成像手机之一！”DXOMARK 如此评价 #小米CC9 Pro#。在视频录制上，小米CC9 Pro 尊享版也超越三星Galaxy Note 10+ 5G，与iPhone 11 Pro Max 并列视频第一。即使暗光环境，视频曝光也非常精确。小米死磕相机才三年，小米相机技术会越来越好！  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1g8qi3tfp2wj20u0140wih.jpg,无,无,2019-11-08 21:45,小米CC9 Pro 一亿像素,4651,113,997
IffXj3lNL,小米手机相机部，不到三年时间，进步巨大，祝贺大家！期待大家更多激动人心的技术突破！#小米CC9 Pro# @小米朱丹  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1g8qm9mg0g6j21y00u0qkk.jpg,无,无,2019-11-08 14:32,小米CC9 Pro 一亿像素,8819,355,1208
IfeGthPUt,DXOMARK手机相机评测，小米CC9 Pro尊享版得到总分第一名。在长焦的得分上，小米CC9 Pro 遥遥领先，排在第一名！小米CC9 Pro的长焦能力到底多优秀？看完文章就知道→   旗舰拍照手机变焦PK ，小米CC9 Pro长焦领先  ,无,无,无,2019-11-08 11:17,小米CC9 Pro 一亿像素,2977,104,626
IfdRLilIn,@TFBOYS-王源 今天是你19岁生日，祝你生日快乐，身体健康，事事顺心！  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1g8qcxlte4xj20u00zkq5z.jpg,无,无,2019-11-08 09:12,小米CC9 Pro 一亿像素,53639,11193,3725
IfdLcmGEQ,"小米国际团队为 CC9 Pro 海外版制作的宣传视频：王腾Thomas的微博视频See the world in a new light, welcom to the 108MP era! #小米CC9 Pro#   ",无,"http://f.video.weibocdn.com/003LSj5Alx07ypm6tpjW01041200quod0E010.mp4?label=mp4_hd&template=1128x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586152257&ssig=jAGcpzZrs7&KID=unistore,video",无,2019-11-08 08:56,小米CC9 Pro 一亿像素,3351,157,551
If82SiKPT,今天晚上让DXO NO.1 动起来！#小米CC9 Pro# 雷军的微博视频  ,无,"http://f.video.weibocdn.com/004D1Wj1lx07yp2O1yBq010412001ONE0E010.mp4?label=mp4_hd&template=640x368.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586152259&ssig=dfGK8OlPJU&KID=unistore,video",无,2019-11-07 18:23,小米CC9 Pro 一亿像素,4946,405,676
If7lK7fnP,#小米CC9 Pro# 相机名列 DXO总分第一，其中，10倍混合变焦，也高居「变焦」单项榜第一！超凡的五摄影像系统，其中四颗镜头接力变焦，不但拥有10倍混合变焦，甚至能实现惊人的50倍数字变焦。如照片中人眼无法看的远景，小米CC9 Pro 依然轻松记录，就像为手机加了望远镜。  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1g8p5q1khx7j20u0140aj3.jpg,无,无,2019-11-07 16:37,小米CC9 Pro 一亿像素,3834,85,658
IeYs1nyzo,不但相机排名 DXOMARK 总分第一，「纹理」单项，#小米CC9 Pro#也以84分位列第一！拍下数公里外的大楼，放大、再放大，竟看清了楼顶上的LOGO。这源于 1亿像素主摄的超高清解析力，上亿个像素点为后期修片提供了更大的可能性，每个细节都能精细还原！  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1g8oh0pctroj20u0140gux.jpg,无,无,2019-11-06 17:58,小米CC9 Pro 一亿像素,3485,79,650
IeXDwjnVQ,一张1亿像素的照片，能装下多少字？#小米CC9 Pro#挑战拍《新华字典》！小米手机的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/000oUesUlx07ynaj6PaU01041200nUeN0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586152259&ssig=3UOqd36IKI&KID=unistore,video",无,2019-11-06 15:53,小米CC9 Pro 一亿像素,4644,245,826
IeWfh5VyM,小米手表，高端大气上档次！#小米手表#  [组图共3张] 原图 ,"http://ww1.sinaimg.cn/large/68418ffbly1g8n9c144tlj21hc0u0q5f.jpg,http://ww1.sinaimg.cn/large/68418ffbly1g8n9c0q0z7j21hc0u0n1z.jpg,http://ww1.sinaimg.cn/large/68418ffbly1g8n9c0vq6nj21hc0u00xb.jpg",无,无,2019-11-06 12:21,小米CC9 Pro 一亿像素,11269,169,1473
IeV37vLYz,#小米手表# 带来了开放的手表生态操作系统 MIUI For Watch，便捷交互、海量表盘、能下载App！米家MIJIA的微博视频  ,无,"http://f.video.weibocdn.com/002DKZXXlx07ylFDKzG001041200auRb0E010.mp4?label=mp4_hd&template=1128x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586152267&ssig=xKy5%2FI7nTs&KID=unistore,video",无,2019-11-06 09:18,小米CC9 Pro 一亿像素,3908,194,559
IeUL8EY3h,我发了10000条微博，纪念一下！@微博小秘书  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1g8o0pxxfk6j20u00nvad2.jpg,无,无,2019-11-06 08:34,小米CC9 Pro 一亿像素,22949,291,2059
IeRetd0Tz,今晚小米科技园是如何点亮的？辛苦市场同学逐层确定点位，辛苦物业小哥手工拉帘，你们是点亮背后的“人工”智能团，全程号1.5小时，算是非常高效了！#小米手机1亿像素# 雷军的微博视频  ,无,"http://f.video.weibocdn.com/000WuH0mlx07ymcrsjFS010412003EY70E010.mp4?label=mp4_hd&template=544x960.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1586152268&ssig=qutIwfIFQ4&KID=unistore,video",无,2019-11-05 23:35,小米CC9 Pro 一亿像素,4590,157,540
IeQtWhtGO,@小米之家 制作的小米CC9 Pro「1亿像素」开箱视频：北京小米之家的微博视频 #小米手机1亿像素#  ,无,"http://f.video.weibocdn.com/001qmuQ4lx07ylWUHEv601041200jmnG0E010.mp4?label=mp4_hd&template=844x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1586152268&ssig=q57TCOLkWK&KID=unistore,video",无,2019-11-05 21:41,小米CC9 Pro 一亿像素,3274,135,653
IePsV0z97,今晚，小米科技园被点亮了！冲顶全球手机相机排行，全球第一！小米CC9 Pro 总分121，影像实力达世界水平。#小米手机1亿像素#  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1g8ndcfl6hdj215s0u07a2.jpg,无,无,2019-11-05 19:05,小米CC9 Pro 一亿像素,8105,295,1152
IeP5fyxpl,小米手机形象大使@张子枫 试用小米CC9 Pro 拍摄的短片：小米手机的秒拍视频 #小米手机1亿像素#  ,无,"http://miaopai.video.weibocdn.com/002i1N2slx07yliYu70A01041200EfgB0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586152269&ssig=22KVYg5bz2&KID=unistore,video",无,2019-11-05 18:07,小米CC9 Pro 一亿像素,18680,428,712
IeOHw1Hky,"小米CC9 Pro, 2799元，交个朋友？#小米手机1亿像素#  原图 ",http://wx1.sinaimg.cn/large/68418ffbly1g8n9kknyofj224s1f7hdu.jpg,无,无,2019-11-05 17:08,小米CC9 Pro 一亿像素,13765,749,2132
IeOv56mau,@魏布斯 出品：小米CC9 Pro 一亿像素真机户外实拍真体验 Vlog魏布斯的微博视频#小米手机1亿像素#  ,无,"http://f.video.weibocdn.com/0004CHFdlx07ylsRR77y01041202t3KH0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1586152270&ssig=H2q8VNWoId&KID=unistore,video",无,2019-11-05 16:38,手机平板 · 视频社区,2696,153,411
IeOqOAnJm,凰家评测：小米CC9 Pro上手，一亿像素到底是个什么水平？凤凰科技的秒拍视频  抽奖详情 #小米手机1亿像素#  ,无,"http://miaopai.video.weibocdn.com/002WnR8jlx07ylHmUF1601041201HsQw0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586152271&ssig=x3YJy8SGnd&KID=unistore,video",无,2019-11-05 16:27,小米CC9 Pro 一亿像素,3310,201,622
IeOjgh0pE,小米CC9 Pro「1亿像素」，开启手机影像新篇章：① DxOMark手机相机，尊享版总分第一名(121分)② 1亿像素 + 1/1.33”超级大底，惊人画质③ 10倍混合变焦 + 五摄四闪 + 双光学防抖④ 高端双曲面屏，5260mAh电池，30W 疾速闪充1亿像素的“拍照机皇”，2799元起，现已开启订金预约，双11首卖！  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1g8n88tu3y5j21o0280u0x.jpg,无,无,2019-11-05 16:09,小米CC9 Pro 一亿像素,26431,1210,11114
IeOibb3hx,小米手表，一块真正的智能手表！手表形态的“智能手机”，续航高达36小时。MIUI体验非常出色。定价1299元。尊享销量版，四曲面的蓝宝石玻璃，不锈钢表壳，不锈钢表带。商务范。定价1999元。#小米手表#  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1g8n7a966qkj20u0140wj8.jpg,无,无,2019-11-05 16:06,小米CC9 Pro 一亿像素,10560,322,1863
IeO4GlrYJ,#小米手表# 内置表盘市场，超过100款品质表盘主题。小米手表的微光模式，让时钟保持长亮，想看时间随时抬手可见。还有个有意思的功能，可以把家人、宠物的照片也设置为表盘，这应该是奶爸奶妈和铲屎官们最喜欢的功能了吧！  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1g8n77xnvi3j20u00u04qp.jpg,无,无,2019-11-05 15:33,小米CC9 Pro 一亿像素,4026,100,568
IeO3ZubjL,#小米手表# 能打电话，能下载App，570mAh 大电池，一次充电能续航36小时，运动或出门逛街也可以不用带手机。搭载了高通骁龙可穿戴旗舰处理器3100 4G版，我们还为小米手表深度定制开放的手表生态操作系统「MIUI For Watch」，将常用的40多款App也做了适配。这款腕上的“小型手机”，喜欢吗？  [组图共3张] 原图 ,"http://ww3.sinaimg.cn/large/68418ffbly1g8n75ax47bj20u0140kcx.jpg,http://ww4.sinaimg.cn/large/68418ffbly1g8n75bewclj20u0140464.jpg,http://ww3.sinaimg.cn/large/68418ffbly1g8n75bnewuj20u0140dke.jpg",无,无,2019-11-05 15:31,小米CC9 Pro 一亿像素,5616,182,854
IeO2OeKob,小米手表，一块真正的智能手表，就是手机外观的“智能手机”。续航高达36小时。#小米手表#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1g8n726zr0hj20u0140x6p.jpg,无,无,2019-11-05 15:28,小米CC9 Pro 一亿像素,4127,136,698
IeO0pjxNg,【好消息】小米CC9 Pro 荣获 DXOMARK相机总分第一名！总分第一，视频第一，纹理第一，甚至，变焦也是遥遥领先，排在第一！1亿像素 + 10倍混合变焦，实现手机影像登顶。科技攀登的路上没有终点，感谢所有用户的支持。#小米手机1亿像素#  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1g8n57usjpyj20u014041x.jpg,无,无,2019-11-05 15:22,小米CC9 Pro 一亿像素,6493,824,1184
IeNHa6ePM,"小米CC9 Pro, 10倍混合光学变焦，50倍数码变焦，效果非常出色！附上几张变焦比较图，大家有空可以看看！#小米手机1亿像素#  [组图共6张] 原图 ","http://ww2.sinaimg.cn/large/68418ffbly1g8n4ypb4vij20u00u0ac1.jpg,http://ww1.sinaimg.cn/large/68418ffbly1g8n4ypm25fj20u00u078m.jpg,http://ww1.sinaimg.cn/large/68418ffbly1g8n4yptiuuj20u00u0dkp.jpg,http://ww3.sinaimg.cn/large/68418ffbly1g8n4yq9ajhj20u00u0dkf.jpg,http://ww1.sinaimg.cn/large/68418ffbly1g8n4yqmskdj20u00u0gpi.jpg,http://ww2.sinaimg.cn/large/68418ffbly1g8n4yr10n2j20u00u077c.jpg",无,无,2019-11-05 14:35,小米CC9 Pro 一亿像素,3362,115,708
IeNFluNmv,"全球第一部1亿像素的手机, 小米CC9 Pro 开始发布了，甚至，尊享版还用上全球最先进的8P镜头！#小米手机1亿像素#  [组图共3张] 原图 ","http://ww1.sinaimg.cn/large/68418ffbly1g8n5f7deibj20u00u0ab0.jpg,http://ww2.sinaimg.cn/large/68418ffbly1g8n5f7iwecj20u00u0ta0.jpg,http://ww3.sinaimg.cn/large/68418ffbly1g8n5f7rflsj20u00u0q4a.jpg",无,无,2019-11-05 14:30,小米CC9 Pro 一亿像素,7074,227,788
IeNBtkuOl,小米电视5 Pro 量子点高端电视来了！！画质最好的小米电视，色域高达NTSC 108%，支持运动补偿，HDR 10+，量子点技术，还有8K视频。工艺升级，薄到 5.9mm，更极致全面屏，甚至还有4麦阵列，就是超大屏小爱音箱！@小米电视  [组图共9张] 原图 ,"http://ww3.sinaimg.cn/large/68418ffbly1g8n4r2rlv8j215o1jkkjn.jpg,http://ww4.sinaimg.cn/large/68418ffbly1g8n4r3hr79j215o1jknpe.jpg,http://ww1.sinaimg.cn/large/68418ffbly1g8n559jdpbj215o1jk1l0.jpg,http://ww4.sinaimg.cn/large/68418ffbly1g8n4r49g6ej215o1jkb2a.jpg,http://ww3.sinaimg.cn/large/68418ffbly1g8n4r54i28j215o1jk1kz.jpg,http://ww2.sinaimg.cn/large/68418ffbly1g8n4r5zxg2j215o1jkx6q.jpg,http://ww2.sinaimg.cn/large/68418ffbly1g8n4r6u10gj215o1jk7wi.jpg,http://ww4.sinaimg.cn/large/68418ffbly1g8n4r7qiqoj215o1jk1ky.jpg,http://ww1.sinaimg.cn/large/68418ffbly1g8n55a9cpcj215o1jk1ky.jpg",无,无,2019-11-05 14:21,小米9 Pro 5G,2291,166,570
IeNAmpDPm,#小米CC9 Pro# 1亿像素新品发布会直播。小米手机的微博直播 #小米手机1亿像素#  ,无,无,无,2019-11-05 14:18,小米9 Pro 5G,1990,211,436
IeMKuAUV1,小米CC9 Pro 发布会已经准备好了。  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1g8n1cz6pcfj21900u0wqm.jpg,无,无,2019-11-05 12:10,小米9 Pro 5G,4208,107,878
IeLOkpFna,怕大家忘了，我再提醒一次：今天下午 2 点，#小米CC9 Pro# 一亿像素新品发布会，记得来看！  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1g8mx7xsc2ij20u02w1gvm.jpg,无,无,2019-11-05 09:47,小米9 Pro 5G,7294,1318,1452
IeGzd8sQA,小米CC9 Pro 发布会，我们现在正在彩排中。最后问一下，大家还有哪些问题？#小米CC9 Pro#  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1g8ma6yowv4j21400u00vo.jpg,无,无,2019-11-04 20:26,小米CC9 Pro 一亿像素,8406,442,2332
IeFHx0KkS,小爱触屏音箱又双叒得奖了！继德国红点奖、美国IDEA工业设计奖，再次斩获日本GOOD DESIGN设计大奖！小爱触屏音箱，双11优惠100元，仅需199元！@小爱音箱  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1g8m67s0tg0j20u01hc0vv.jpg,无,无,2019-11-04 18:14,小米9 Pro 5G,2637,100,427
IeEeCsNCu,小米手表即将发布，大家最关心哪些内容？硬核科普：小米手表为什么做成方形而不是圆形？#小米手表#  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1g8lw56me6jj20u07e77wh.jpg,无,无,2019-11-04 14:30,小米9 Pro 5G,13861,319,2228
IeCUFtIih,提醒一下：小米CC9 Pro 新品发布会，明天下午两点！  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1g8lpctgoz3j20u014078t.jpg,无,无,2019-11-04 11:08,小米9 Pro 5G,22690,10476,3125
IeClDBA38,一场秋雪把新疆的山水都撵进了寒冬，奔流的山泉似乎就要凝成冰，但河床中石头却依然倔强地反射着阳光。我们用#小米CC9 Pro# 将这幅画面拍了下来，试着放大这张一亿像素的相片，渐变色的溪流，在光线的映射下异常的美……  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/68418ffbly1g8kzgaxejhj22dg1f97wk.jpg,http://ww1.sinaimg.cn/large/68418ffbly1g8kzgbodvzj22dg1fae83.jpg",无,无,2019-11-04 09:42,小米9 Pro 5G,2838,85,589
IewzmBH0e,#小米CC9 Pro# 全新的「魔法绿境」，将数种不同而又炫丽的绿色汇于一身：时而平静、时而活泼、时而生机勃勃，透过它们好像穿梭于魔法的森林一样的神奇。种草不？  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1g8k8alzf10j20u0140gok.jpg,无,无,2019-11-03 18:59,小米9 Pro 5G,3493,85,834
Iew0zvQrj,正面双曲面屏 + 背面四曲面机身，好美！#小米CC9 Pro#  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1g8kzgueoutj20u0140wib.jpg,无,无,2019-11-03 17:33,小米9 Pro 5G,5419,151,1473
Ieuk8oTJt,别人的闪光灯有两个，我有四个！双闪光灯 + 双柔光灯，#小米CC9 Pro# 就是如此任性。夜晚拍人开闪光灯太亮，人脸不容易拍好看，这次好了，后置配备了两颗柔光灯，拍出人像肤色更舒服更自然！  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1g8k8a1x3kmj20u0140q5m.jpg,无,无,2019-11-03 13:16,小米9 Pro 5G,6909,130,1254
IetBCcljU,屏幕指纹、NFC、红外遥控……都有！#小米CC9 Pro#  [组图共3张] 原图 ,"http://ww1.sinaimg.cn/large/68418ffbly1g8k8brngidj20u0140778.jpg,http://ww3.sinaimg.cn/large/68418ffbly1g8kov07btdj20u0140mzo.jpg,http://ww4.sinaimg.cn/large/68418ffbly1g8kov0nrokj20u0140tc8.jpg",无,无,2019-11-03 11:26,小米9 Pro 5G,7770,151,1908
IesN1ihHT,#小米CC9 Pro# 配有 1CC 大音腔，整体响度较上代提升一倍。追剧、玩游戏，外放声效随时随地听得清。面向年轻人的小米CC系列，听音乐、玩游戏的需求都很强，一流的音质必不可少。#小米CC9 Pro# 通过了国际知名音频标准 Hi-Res Audio 认证，超高解析力甚至超越了 CD，让你随时聆听高品质音乐。  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/68418ffbly1g8kl9bd04jj21o0280u0x.jpg,http://ww1.sinaimg.cn/large/68418ffbly1g8kl96j69xj21o0280u0y.jpg",无,无,2019-11-03 09:22,小米9 Pro 5G,4025,97,1105
IeoY7eV6Y,蓝色 + 绿色 + 橙色，三色对撞，复古潮流感。手机放入兜中，橙色的飘带挂在外面，彰显街头风。这就是时尚感和使用性兼备的#小米CC9 Pro#潮流手机壳。这几款你 Pick 哪个？  [组图共3张] 原图 ,"http://ww3.sinaimg.cn/large/68418ffbly1g8k0oc3jvkj20u0140b29.jpg,http://ww3.sinaimg.cn/large/68418ffbly1g8k0oci91nj20u01407wh.jpg,http://ww3.sinaimg.cn/large/68418ffbly1g8k0ocw248j20u0140e81.jpg",无,无,2019-11-02 23:38,小米9 Pro 5G,3457,95,750
IenWz8UdB,小米双11，我推荐 #小米9 Pro 5G# 高通骁龙855 Plus、特有5G时代的三重快充、高级的VC液冷……这是一部超快的5G手机，更是一部全面成熟的性能旗舰机！  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1g8jzv4auetj20u012uafv.jpg,无,无,2019-11-02 21:01,小米9 Pro 5G,3690,120,940
Ien9Bx5Cd,#小米CC9 Pro# 将整个曲面侧屏都变成了炫彩呼吸灯。来信息或者来电时，整个侧边都会发出炫目灯光，让你不再错过任何重要信息。曲面屏手机还是非常漂亮！  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1g8jwdmadogg20qo0zk7wy.gif,无,无,2019-11-02 19:01,小米9 Pro 5G,4647,136,1151
IemiL8Sun,#小米CC9 Pro# 「超级夜景」体验到底如何？和 iPhone 11 Pro Max 实拍对比一下。看样片，整体色调亮度更加柔和，霓虹灯文字清晰可读，色彩的还原更是接近真实。这就是基于RAW域无损高精算法加持的超级夜景，大家觉得如何？  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1g8hbvj6bz4j20u0140do4.jpg,无,无,2019-11-02 16:51,小米9 Pro 5G,3867,94,715
IelVB3bVY,不看配置，看“疗效”，看看1亿像素有多强！波士顿的街头，街角的一家街头的唱片店，藏着在数不清的音乐，让我们跟随#小米CC9 Pro#1亿像素的镜头，看看细节里藏了什么惊喜？  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/68418ffbly1g8jei0rvygj20u00u0quo.jpg,http://ww1.sinaimg.cn/large/68418ffbly1g8jqyrdcwzj20u00u0nne.jpg,http://ww1.sinaimg.cn/large/68418ffbly1g8jqyrnlsqj20u00u0kel.jpg",无,无,2019-11-02 15:54,小米9 Pro 5G,2658,77,511
Iel4qf4hr,再看看 #小米CC9 Pro# 相机！1亿像素主摄的强大，在于 1/1.33” 的超大感光元件：感光元件越大，当然成像越好。#小米手机1亿像素#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1g8jklklnehj20u01hc7ht.jpg,无,无,2019-11-02 13:43,小米9 Pro 5G,4577,231,992
IekrA0wJt,小米CC9 Pro 定位：1亿像素的“拍照机皇”。这部手机，大部分成本都花在相机上。堆料之狠，不敢说“绝后”，肯定是“空前”的！#小米CC9 Pro#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1g8iqild1xgj20u0140gpk.jpg,无,无,2019-11-02 12:07,小米9 Pro 5G,5798,168,1204
IejE505ZD,智能手表，就是智能+手表。这块不锈钢手表如何？#小米手表# @屈恒_小米  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1g8iqgkq18tj20u0140411.jpg,无,无,2019-11-02 10:05,小米9 Pro 5G,8203,153,1516
