Address,Price,livingArea,bedrooms,bathroom
['(undisclosed Address)'],['699'],"['1000', '1000', '\\""1', '1849', '3156', '2489', '450', '1888', '2106', '3500', 'null']","['1', '1', '1', '3', '4', '3', '3', '3', '3', '3', 'null']","['1', '1', '1', '2', '2', '2', '2.5', '3', '2', '3', 'null']"
['968 Jett St NW'],['1500'],"['1156', '1156', '\\""1', '1694', '1216', 'null', 'null', '1700', '1082', '1352', 'null', '1336']","['3', '3', '3', '3', '4', 'null', 'null', '3', '3', '2', 'null', '3']","['2', '2', '2', '2', '3', 'null', 'null', '2', '2', '1', 'null', '1']"
['2894 Concord Dr'],['2200'],"['1300', '1300', '\\""1', '1099', '1373', '1532', '1000', '1482', '1223', '1215', '1080', '2280', '1072', '1614', '1215']","['3', '3', '3', '3', '3', '4', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['3', '3', '3', '2', '2', '2', '1', '2', '2', '1.5', '2', 'null', '1.5', '2', '2']"
['4780 Donnegal Ct SE'],['1691'],"['1878', '1878', '\\""1', '1543', '2368', '2286', '1720', '1999', '2174', '1838', '2280', '1710']","['4', '4', '4', '5', '4', '4', '4', '3', '3', '3', '3', '3']","['2', '2', '2', '2', '3', '2.5', '3', '2.5', '2.5', '2.5', '3', '3']"
['5860 Greenbrier Rd'],['2700'],"['3800', '3800', '\\""3', '2588', '2575', '2290', '2740', '1781', '2221', '1820', '1885', '2020']","['4', '4', '4', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['3', '3', '3', '3.5', '2', '2', '2', '3', '2', '2', '2', '2']"
['3836 Moran Way'],['1080'],"['1700', '1700', '\\""1', '1791', '2560', '1152', '1700', '1800', '1178', 'null', 'null', '4712', 'null', 'null']","['2', '2', '2', '3', '3', '2', '2', '2', '2', '2', '0', '8', '2', '0']","['2.5', '2.5', '3', '2', '2', '2.5', '2.5', '2.5', '3', '2', 'null', '12', '3', 'null']"
['2139 Trailwood Rd'],['1450'],"['1951', '1951', '\\""1', '1010', '1281', '1274', '1071', '1368', '1306', '1085', '1403', '1378']","['4', '4', '4', '2', '4', '3', '3', '3', '3', '2', '3', '3']","['2.5', '2.5', '3', '2', '2', '1', '1', '1', '1', '1', '1.5', '1.5']"
['562 Woodland Ave'],['1350'],"['960', '960', '\\""960 sqft\\""', '714', '1500', '1022', '801', '480', '1134', '692', '672', '692', '1060', '672']","['2', '2', '2', '2', '3', '3', '2', '1', 'null', '2', 'null', 'null', '2', '3']","['2', '2', '2', '1', '1', '2', '1', '1', '0.5', '1', '0.5', '0.5', '1', '1']"
['4049 Northstrand Dr'],['1350'],"['1684', '1684', '\\""1', '1708', '1778', '1239', '1523', '1275', '1751', '1556', '1344', '1999', '1486', '1952', '2007', 'null', '1144', '1701', '1701']","['3', '3', '3', '3', '3', '3', '3', '4', '3', '4', '3', '3', '5', '3', '4', '3', 'null', '3', '3']","['2', '2', '2', '2', '2.5', '2', '2', '2', '2', '2', '2', '2.5', '3.5', '2.5', '3', '2', '0.5', '3', '2.5']"
['288 Grant Park Pl SE'],['1850'],"['1000', '1000', '\\""1', '1196', '1604', '1134', '1148', '1872', '2125', '1520', '1292', '1169', '2520', '2364', '1497', '1117']","['2', '2', '2', '4', '2', '2', '3', '3', 'null', '3', '3', '3', '4', '4', '2', '3']","['1', '1', '1', '2', '2', '2', '2', '2.5', '1', '2', '2', '2', '3', '3', '1', '1']"
['3465 Glen Rd'],['1200'],"['1101', '1101', '\\""1', '952', '987', '1015', '1126', '948', '1351', '1196', '989', '989', '822', '1037', '1800', '1443', '1348', '1030']","['3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '2', '2', '2', '2', '3', '3', '3', '3']","['1', '1', '1', '1', '1.5', '1', '1', '1', '1.5', '1', '1', '1', '1', '1', '2', '2', '2', '1']"
['1043 Faith Ave SE'],['1749'],"['1262', '1262', '\\""1', '1016', '1100', '1552', '1268', '2268', '1112', '1524', '1418', '1396', '822', '1337', '998', '876', '1630', '1540', '991']","['3', '3', '3', '2', '4', '3', '2', '2', '3', '3', '3', '3', '2', '3', '3', '2', '4', '3', '2']","['1.5', '1.5', '2', '1', '2.5', '2', '2', '1', '1', '2', '2', '1', '1', '1', '1', '1', '3', '2', '1']"
['440 Creekside Ct'],['1950'],"['1734', '1734', '\\""1', '1552', '1830', '1478', '1975', '1542', '1575', '2016', '1575', '1575']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['2', '2', '2', '2', '3', '2', '2', '2', '2', '2', '2', '2']"
['580 S Shore Pl'],['2850'],"['2500', '2500', '\\""2', '2408', '2628', 'null', '3128', '3116', '3900', 'null', '2917', '2938', '2756']","['4', '4', '4', '4', '3', 'null', '4', '4', '6', 'null', '3', '4', '4']","['2.5', '2.5', '3', '2.5', '2.5', 'null', '3.5', '3.5', '3', 'null', '3.5', '3.5', '3.5']"
[],[],[],[],[]
['2759 Farmstead Rd SE'],['1700'],"['1364', '1364', '\\""1', '1276', '1482', '1080', '1244', '1040', '1040', '1040', '1364', '1664', '1576', '1276', '1364']","['3', '3', '3', '2', '2', '2', '2', '2', '2', '2', '3', '3', '3', '2', '3']","['2.5', '2.5', '3', '1.5', '3', '1.5', '2', '2', '1.5', '1.5', '2.5', '4', '4', '1.5', '2.5']"
['2992 Cherry Laurel Ln'],['2000'],"['1932', '1932', '\\""1', '1400', '2184', 'null', 'null', 'null', '3200', 'null', 'null', 'null', 'null']","['3', '3', '3', '2', '3', 'null', 'null', 'null', '4', 'null', 'null', 'null', 'null']","['2.5', '2.5', '3', '2.5', '2.5', 'null', 'null', 'null', '4', 'null', 'null', 'null', 'null']"
['1707 Millhouse Run'],['2200'],"['3441', '3441', '\\""3', '1804', '2754', '2484', '2868', '1370', '2866', '1056', '3370', '1318', '3028', '2382']","['5', '5', '5', '3', '4', '5', '4', '3', '4', '3', '4', '3', '4', '4']","['3.5', '3.5', '4', '2', '3.5', '2.5', '2.5', '1.5', '2.5', '1', '3', '1.5', '3', '2.5']"
['1132 Old Roswell Rd'],['1495'],"['1350', '1350', '\\""1', '1962', '1150', '1200', '1200', '1625', '1200', '1350', '1200', '1500']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']","['2.5', '2.5', '3', '2.5', '1', '2.5', '2', '1', '1.5', '2.5', '2', '2.5']"
['3388 Harrison Rd'],['1525'],"['1847', '1847', '\\""1', '1148', 'null', '912', 'null', '840', '1778', '2035', '2801', '740']","['4', '4', '4', '3', 'null', '2', 'null', '4', '3', '4', '4', '2']","['2', '2', '2', '2', 'null', '1', 'null', '2', '3', '2.5', '3', '1']"
['3555 Nancy Creek Rd NW'],['3900'],"['2001', '2001', '\\""2', '7800', 'null', '5601', '5000', '2034', '1741', '12000', 'null']","['2', '2', '2', '5', 'null', '4', '6', '5', '3', '7', 'null']","['2', '2', '2', '7', 'null', '4.5', '5', '5', '2', '7', 'null']"
['510 Willow Ash Dr'],['1650'],"['2689', '2689', '\\""2', '1396', '1455', '2198', '2192', 'null', '1417', '2200', '2095', '1419']","['3', '3', '3', '3', '4', '4', '4', '4', '3', '4', '3', '4']","['2.5', '2.5', '3', '2.5', '3', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '3']"
['2327 Pinewood Dr'],['1900'],"['2000', '2000', '\\""2', '1553', '1600', '1471', '1951', '1632', '1856', '1440', '1010', '1148', '1342', '1135', '3115', '1475', '1128', '1907', '1645']","['3', '3', '3', '3', '4', '4', '4', '3', '3', '3', '2', 'null', '3', '3', '3', '3', '3', '3', '3']","['2', '2', '2', '1.5', '2', '2', '2.5', '2', '2', '1.5', '2', '0.5', '1.5', '2', '3', '1.5', '1', '2', '2']"
['261 Holly Rd NW'],['1149'],"['1350', '1350', '\\""1', '1000', '1297', '1220', '1260', '1200', '1216', '1562', '1177', '1090', '1057', '768']","['3', '3', '3', '3', '3', '4', '2', '4', '2', '4', '2', '3', '4', '3']","['2', '2', '2', '1', '1', '2', '1.5', '2', '1', '2', '1', '1', '2', '1']"
['1216 Poplar Grove Dr NE'],['2300'],"['2222', '2222', '\\""2', '1402', '2255', '2319', '2032', '1770', '2097', '1870', '1972', '1742']","['3', '3', '3', '3', '2', '4', '3', '3', '3', '3', '4', '3']","['2', '2', '2', '2', '3', '3', '2', '2', '2', '3', '2', '2']"
['4658 Christi Ct'],['1680'],"['2756', '2756', '\\""2', '3107', '2012', '2132', '1988', '3200', '2308', '2132', '1988', '2492']","['4', '4', '4', '4', '4', '3', '4', '5', '4', '3', '4', '4']","['2.5', '2.5', '3', '3', '2.5', '2.5', '2.5', '3', '4', '2.5', '2', '2.5']"
['1350 Morningside Dr NE'],['1250'],"['670', '670', '\\""670 sqft\\""', '700', '670', '600', '670', '600', '600', '670', '600']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
['926 Springdale Dr'],['1390'],"['1400', '1400', '\\""1', '1116', '816', '836', '960', '900', '852', '1392', '960']","['3', '3', '3', '2', '2', '2', 'null', '2', '3', '3', '3']","['2', '2', '2', '1', '1', '1', 'null', '1', '1', '2', '1']"
['627 Scott Cir'],['1475'],"['906', '906', '\\""906 sqft\\""', '1000', '1521', '1918', '1082', '816', '1300', '1180', '912', '1570', '816']","['2', '2', '2', '2', '4', '4', '2', '2', '2', '3', '2', '3', '2']","['1', '1', '1', '1', '2', '2', '1', '1', '1', '2', '1', '1', '1']"
['200 Reinhardt St SE'],['2200'],"['960', '960', '\\""960 sqft\\""', '998', '1478', '1478', '1344', '625', '960', '1000', '960', '960', '960', '960', '960', 'null']","['2', '2', '2', '2', '3', '3', '3', '1', '2', '2', '2', '2', '2', '2', '2', '2']","['1', '1', '1', '1', '2', '2', '1', '1', '1.5', '1', '1', '1', '1', '1', '1', '1']"
['5111 Wellsley Bnd'],['1795'],"['2022', '2022', '\\""2', '2004', '2557', '2141', '2004', '1905', '2022', '2024', '1905', '2022', '1935', '1887']","['3', '3', '3', '3', '4', '3', '3', '3', '4', '3', '3', '4', '3', '3']","['3.5', '3.5', '4', '3.5', '2.5', '2.5', '4', '3.5', '3.5', '4', '3.5', '3.5', '3.5', '3.5']"
['5233 Maple Valley Rd SW'],['1475'],"['1543', '1543', '\\""1', '1066', '1066', '1375', '2401', '1670', '1378', '1840', 'null']","['5', '5', '5', '3', '3', '4', '4', '4', '3', '5', 'null']","['2', '2', '2', '2', '1.5', '2', '2.5', '3', '2', '3', 'null']"
['2132 Glenwood Downs Dr'],['1425'],"['1344', '1344', '\\""1', '1002', '1478', '816', '1370', '1600', '1420', '1300', '1420', '2636', '1528', '1466']","['3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '5', '2', '3']","['2', '2', '2', '1', '1', '1', '2.5', '2', '2.5', '2.5', '2.5', '3', '2.5', '2.5']"
['794 Glynn Oaks Dr'],['1145'],"['1134', '1134', '\\""1', '1134', '1292', '1501', '1280', '1200', '1416', '1330', '1416']","['2', '2', '2', '2', '2', '2', 'null', '2', '2', '3', '2']","['1.5', '1.5', '2', '2', '2.5', '2.5', '0.5', '2', '2', '2', '1.5']"
['3780 Sherbrook Ct'],['1925'],"['5463', '5463', '\\""5', '3014', '2188', '3043', '2720', 'null', '3761', 'null', '1940']","['5', '5', '5', '4', '4', '3', '4', 'null', '5', 'null', '3']","['3.5', '3.5', '4', '3', '3', '3', '3', 'null', '4.5', 'null', '3.5']"
['3390 Waters Mill Dr'],['2200'],"['2841', '2841', '\\""2', '2245', '2211', '1979', '3157', '2526', '2696', '2880', '2456', '3014', '2415']","['4', '4', '4', '4', '5', '3', '4', '4', '4', '4', '4', '6', '3']","['2.5', '2.5', '3', '2.5', '3', '3', '3', '3', '2.5', '3', '3.5', '3', '2.5']"
['300 Stable Ln'],['1700'],"['1456', '1456', '\\""1', '1712', '1648', '1256', '1440', '1100', '1512', '1112', '1484', '1112', '1320']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['2', '2', '2', '2.5', '2', '2', '2', '2', '2', '2', '2', '2.5', '2.5']"
['4775 Lafayette Ct'],['4175'],"['1963', '1963', '\\""1', '3890', '4368', '2394', '4295', '4880', '3318', '4611', '3488', '3876']","['3', '3', '3', '4', '5', '4', '5', '5', '4', '4', '5', '4']","['3.5', '3.5', '4', '3.5', '4', '2.5', '6', '6', '4', '4.5', '5', '3']"
['1698 Cedar Bluff Way'],['1295'],"['1232', '1232', '\\""1', '1200', '1232', '1232', '1332', '1232', '1246', '1287', '1288', '1246', '1246']","['2', '2', '2', '2', '2', '2', '3', '2', '2', '2', '2', '2', '2']","['2.5', '2.5', '3', '2.5', '2.5', '3', '2.5', '2.5', '2.5', '2.5', '2.5', '3', '2.5']"
['3293 Alton Rd'],['2200'],"['1700', '1700', '\\""1', '2400', '2346', '2480', '2378', '2737', '1862', '4300', '2780', '2021']","['3', '3', '3', '3', '3', '4', '4', '4', '3', '4', '4', '4']","['2.5', '2.5', '3', '2.5', '2', '4', '2', '3', '2', '3', '2.5', '3']"
['5216 Afton Way SE'],['1400'],"['1482', '1482', '\\""1', '1080', '1050', '1500', '1276', '1315', '1232', '2100', '1364', '1280', '1412', '1120', '1120', '1475', '1750', '1280', '1612']","['2', '2', '2', '2', '2', '3', '2', '2', '2', '4', '3', '3', '2', '2', '2', '2', '3', '3', '3']","['3', '3', '3', '1.5', '1.5', '3', '1.5', '2', '1.5', '3.5', '2.5', '2', '2.5', '1.5', '1.5', '2.5', '2', '2', '3']"
['1003 Dassow Ct'],['1350'],"['1010', '1010', '\\""1', '1100', '2140', '2140', '1100', '2464', '1806', '1100', '1800', '1323']","['2', '2', '2', '2', '4', '4', '2', '4', '2', '2', '3', '2']","['2', '2', '2', '2.5', '4', '4', '2', '4', '2', '2', '2', '2.5']"
['1844 Barrington Ct'],['1375'],"['1132', '1132', '\\""1', '1408', 'null', '1452', '1132', '1132', '1198', '1198', '1348', 'null']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '3', '2']","['2.5', '2.5', '3', '2.5', '3', '2.5', '3', '3', '2.5', '2.5', '3', '2.5']"
['10100 Barston Ct'],['2550'],"['3144', '3144', '\\""3', '2300', '2700', '1858', '2000', '1640', '1830', '1912', '1830', '1836', '1818', '1972', '1830', '2518']","['4', '4', '4', '4', '4', '4', '4', '4', '3', '3', '3', '3', '3', '3', '3', '3']","['3.5', '3.5', '4', '2.5', '2.5', '2.5', '3', '3', '2.5', '2.5', '3', '2.5', '2.5', '2.5', '3', '2.5']"
['4151 Bancroft Cir'],['1200'],"['1450', '1450', '\\""1', 'null', 'null', '210', '1252', '930', '2028', '924', '1104']","['2', '2', '2', 'null', 'null', 'null', '0', '0', '0', '0', '0']","['1', '1', '1', 'null', 'null', 'null', '1', '1', '1.5', '1', '1']"
['3071 Turman Cir'],['2500'],"['2070', '2070', '\\""2', '2150', '2070', '1202', '1788', '1788', '2400', '1788', '2150', '1788', '2499', '2165']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '4', '3']","['3.5', '3.5', '4', '3.5', '2.5', '3', '3.5', '3.5', '4', '4', '3.5', '3.5', '3.5', '4']"
['1302 Poplarcrest Cir SE'],['2600'],"['1168', '1168', '\\""1', '1521', '1580', '1275', '1081', '1400', '1629', '1680', '1104', '1054', '1400', '1672', '1208', '1422']","['4', '4', '4', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', 'null', '3']","['3', '3', '3', '1.5', '2', '2', '2', '2', '2', '2', '1', '1', '1.5', '2', '0.5', '2']"
['Oak Bend Ct'],['3000'],"['1483', '1483', '\\""1', '1622', '1500', '1500', '1460', '1500', '1236', '1568', '1216', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","['3', '3', '3', '3', '3', '3', '3', '3', '2', '2', '3', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']","['2.5', '2.5', '3', '2.5', '2.5', '2.5', '2.5', '2.5', '2', '2.5', '2.5', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'null']"
['Madison Ave'],['2400'],"['2120', '2120', '\\""2', '3100', '1068', '1360', '2300', '1260', '1674', '1893', '864', '2935', '972', '2320', '672', '3099', '1616', '1912']","['2', '2', '2', '5', '2', '3', '4', '3', '4', '3', '3', '4', '2', '3', 'null', '4', '3', '3']","['2', '2', '2', '4', '1', '2', '3', '3', '2', '2', '1', '4', '1', '2.5', 'null', '4', '2', '2']"
['4840 Miller Rd'],['850'],"['768', '768', '\\""768 sqft\\""', '1314', '2840', '2496', 'null', '2526', 'null', '1405', '864']","['2', '2', '2', '3', '4', '3', 'null', '3', '3', '3', '2']","['1', '1', '1', '2', '3', '2.5', 'null', '2.5', '2', '2.5', '1']"
['1974 Spink St NW'],['1550'],"['816', '816', '\\""816 sqft\\""', '1146', '1236', '1056', '768', '816', '1248', 'null', '816', 'null', 'null', '1176']","['2', '2', '2', '4', '3', '4', '2', '2', '3', 'null', '2', 'null', 'null', '3']","['1', '1', '1', '2', '2', '2', '1', '1', '2', 'null', '1', 'null', 'null', '1']"
['4208 Centennial Trl'],['1500'],"['1820', '1820', '\\""1', '1424', '2050', '1650', '2146', '2236', '2361', '2154', '2051', '1862']","['4', '4', '4', '3', '3', '3', '3', '3', '3', '3', '5', '4']","['3', '3', '3', '2', '2', '2', '2', '2', '2', '2', '2', '3']"
['750 Stillrock Dr SW'],['1920'],"['2565', '2565', '\\""2', '2746', '3022', '2734', '3120', '2672', '2171', '3296', '2868', '2867', '2912', '3385', '3374', '2463', '3200']","['4', '4', '4', '4', '4', '3', '5', '5', '3', '5', '4', '4', '4', '4', '7', '3', '5']","['3.5', '3.5', '4', '2', '2.5', '2', '2.5', '3', '2', '3', '3', '3', '2.5', '3', '4', '2', '3']"
['4022 Traipse Ct'],['1539'],"['2100', '2100', '\\""2', '2534', 'null', 'null', '2100', '2100', 'null', 'null', 'null', '2100']","['4', '4', '4', '5', '4', '4', '4', '4', '4', '3', '3', '4']","['2', '2', '2', '3.5', '2.5', '2.5', '2', '2', '2.5', '2.5', '2.5', '2']"
['3371 Griffin Ter SE'],['1765'],"['1762', '1762', '\\""1', '1838', '1238', '2169', '1145', '1577', '1325', '1238', '1145', '1541']","['4', '4', '4', '4', '2', '4', '3', '2', '2', '2', '3', '3']","['2', '2', '2', '2', '2.5', '3', '1.5', '1', '1.5', '2.5', '1.5', '2']"
['4042 Maxanne Dr NW'],['1661'],"['1643', '1643', '\\""1', '2118', '2176', '2505', '2176', '1744', '1424', '1396', '1324', '1628', '1326', '1364', '1356', '1468']","['3', '3', '3', '3', '3', '4', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['2', '2', '2', '2.5', '2.5', '2', '2', '2', '2.5', '2', '2', '2', '2', '2', '2', '2']"
['5305 Brentwood Rd'],['1300'],"['1248', '1248', '\\""1', '1044', '1500', 'null', '1120', '1324', '1324', '1036', '975', '1100', '925', '960']","['3', '3', '3', '3', '4', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['2.5', '2.5', '3', '1', '2', '2', '2', '2', '2', '2', '1', '1', '1.5', '1']"
['2145 Vistadale Ct'],['1600'],"['1500', '1500', '\\""1', 'null', '2209', '144', '1837', '1458', '1638', '186', '1996']","['4', '4', '4', 'null', '3', 'null', '3', '3', '3', 'null', '3']","['4', '4', '4', 'null', '2', 'null', '2', '2', '2', 'null', '2']"
['3549 Old Chamblee Tucker Rd'],['1150'],"['1120', '1120', '\\""1', '1368', '1120', '1120', '1120', '1120', '1120', '1120', '1120', '1120']","['2', '2', '2', '3', '2', '2', '2', '2', '2', '2', '2', '2']","['1.5', '1.5', '2', '2.5', '1.5', '1.5', '1.5', '1.5', '1.5', '1.5', '2', '1.5']"
['3769 Church St'],['1650'],"['812', '812', '\\""812 sqft\\""', '1134', '700', '1477', '1497', '1380', '1120', '1120', '750', '1380', '1232']","['2', '2', '2', '2', '1', '4', '3', '3', '12', '2', '2', '3', '3']","['1', '1', '1', '1.5', '1', '2', '1', '2', '6.5', '1.5', '1', '2', '1']"
['274 8th St NE'],['1600'],"['1200', '1200', '\\""1', '750', '950', '1200', '805', '1280', 'null', '1358', '1543', '550', '1200', '1200', '1265', '1250', '650', '900', 'null']","['1', '1', '1', '1', '1', '3', '1', '2', '2', '3', '3', '1', '1', '1', '2', '2', '1', '2', 'null']","['1', '1', '1', '1', '1', '2', '1', '2.5', '2.5', '3.5', '1.5', '1', '1', '1', '2', '2', '1', '1', 'null']"
['634 Delmar Ave SE'],['3600'],"['3108', '3108', '\\""3', '2325', '2300', '2200', '3348', '1620', '3064', '1056', '1395', '2335', '1454', '1364']","['5', '5', '5', '3', '3', '3', '3', '3', '3', '2', '3', '3', '2', '3']","['3', '3', '3', '2', '2.5', '3.5', '2', '2', '2', '1', '1', '1', '2', '1']"
['3808 Waldrop Ln'],['1200'],"['1560', '1560', '\\""1', '1224', '1560', '1560', '1412', '1424', '1040', '1560', '1412', '1560']","['3', '3', '3', '2', '3', '3', '3', '3', '2', '3', '3', '3']","['2.5', '2.5', '3', '1.5', '2', '2.5', '3', '2.5', '1', '2.5', '2.5', '3']"
['6863 Tilton Ln'],['1800'],"['1864', '1864', '\\""1', '2062', '2681', '1642', '1464', '2618', '2072', '2809', '2544', '1844']","['4', '4', '4', '4', '4', '3', '3', '3', '4', '3', '5', '4']","['3', '3', '3', '3', '3', '2', '2', '2', '3', '3', '3', '3']"
['670 Boulevard Se'],['1900'],"['1992', '1992', '\\""1', '1344', '1600', '3108', '2200', '1115', '1604', '2396', '1594', '820', '1900', '1512', '1100', '1626', '1902', '2192']","['2', '2', '2', '3', '3', '5', '3', '2', '2', '3', '2', '1', '2', '3', '2', '3', '3', '3']","['1', '1', '1', '1', '2', '3', '3.5', '2', '2', '2', '2', '1', '2', '3', '1', '1', '2', '2.5']"
['670 Cranberry Trl'],['1675'],"['1412', '1412', '\\""1', '1700', '1900', '2098', '2028', '1384', '1348', '1612', '1632', '2040', '1440', '1585', '2448']","['3', '3', '3', '3', '3', '3', '4', '3', '4', '3', '3', '4', '3', '3', '4']","['2', '2', '2', '2.5', '2.5', '3.5', '3.5', '2', '2', '2', '3', '3', '3', '3', '3.5']"
['Martha Ave NE'],['2870'],"['1068', '1068', '\\""1', '1360', '1674', '2120', '978', '1893', '1260', '1040', '1525', '940', '3085', '1189', '1215', '1026', '1048', '931', '998']","['2', '2', '2', '3', '4', '2', '2', '3', '3', '3', '2', '3', '5', '3', '2', '2', '3', '3', '2']","['1', '1', '1', '2', '2', '2', '2', '2', '3', '1', '1', '1', '4', '2.5', '2', '1', '2', '1', '1']"
['433 Morgan Pl SE'],['1850'],"['1375', '1375', '\\""1', '1200', '1634', '1484', '1392', '1520', '2300', '1200', '2400', '1407', '989', '784', '784', '2614', '996', '1340', '2284']","['3', '3', '3', '3', '3', '3', '3', '3', '4', '3', '3', '3', '2', 'null', 'null', '4', 'null', '4', '3']","['2', '2', '2', '2', '2.5', '2', '2', '2', '3.5', '2', '3.5', '2', 'null', '0.5', '0.5', '4', '0.5', '2', '3']"
['1970 Devonwood Dr'],['3150'],"['null', 'null', '2237', '2121', '1816', '2387', '2416', '2718', '2444', '2992']","['3', '3', '3', '3', '4', '4', '4', '5', '3', '5', '3']","['3.5', '3.5', '4', '3.5', '2.5', '3', '2.5', '4', '2.5', '4', '3']"
